"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","ＣＬＥＡＮＳＥ　ＳＡＬＯＮ　ＣＹＡＲ","760-0080","高松市木太町２５７８−１","１Ｆ","野田　紗知子",,,,,,"第20265号","H29.12.13"
"美容所","ｈａｉｒ　ｔｅｓｏｒｏ","761-0101","高松市春日町８９０−１",,"テソロホールディング株式会社","代表取締役","吉鷹　一起","香川県","高松市春日町８９０番地１",,"第20266号","H30.01.19"
"美容所","ＭＡＱＵＩＡ　レインボー通り店","760-0079","高松市松縄町１０５３-２１","サンライフレインボーロードビル２Ｆ","株式会社ＭＡＱＵＩＡ","代表取締役","阿部　亮太","東京都","新宿区新宿六丁目７番１号","エルプリメント新宿４Ｆ４１１","第20267号","H30.01.30"
"美容所","Ｃｒｅａ　ｌａ　Ｌｕｃｅ高松店","760-0029","高松市丸亀町２番地５","イコマヤビル２階２０１号","株式会社Ｃｒｅａｔｅｕｒ","代表取締役","乙津　健太朗","広島県","広島市中区立町１番２４号",,"第20268号","H30.02.02"
"美容所","花花り","760-0002","高松市茜町２０−３",,"新居　佑紀",,,,,,"第20269号","H30.02.09"
"美容所","ｆａｓｃｉｌ","761-0434","高松市十川東町３４９−７",,"岡田　有紀",,,,,,"第20270号","H30.02.14"
"美容所","ヘアーサロンＩＷＡＳＡＫＩ　香川香西店","761-8012","高松市香西本町１−１７６",,"株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20271号","H30.02.20"
"美容所","ＰＡＧＥ　ＢＯＹ　Ｈａｉｒ＆Ｄｅｓｉｇｎ","760-0077","高松市上福岡町９７４−１","藤田ビル１階","Ｂｅｌｌｅ　ｖｉｅ株式会社","代表取締役","寺岡　純哉","香川県","高松市上福岡町９７４番地１","藤田ビル１Ｆ","第20273号","H30.02.26"
"美容所","ｏｈｉｒｕ寝","761-8071","高松市伏石町２１１０−１３","Ｂ１０２","三宅　玉希",,,,,,"第20272号","H30.02.26"
"美容所","Ｈ−Ｒｅｓｔｏｒｅｒ","760-0077","高松市上福岡町７５８−８","コーワ住宅ビル１Ｆ南２","廣瀬　進一",,,,,,"第20274号","H30.02.26"
"美容所","ｅｉｔｏ","760-0068","高松市松島町３−２１−２５",,"中本　淳",,,,,,"第20275号","H30.03.01"
"美容所","Ａｐｐｙ．Ｌａｓｈ","761-8071","高松市伏石町１４２９−１２",,"黒坂　利夏",,,,,,"第20278号","H30.03.20"
"美容所","ｈａｉｒ　ＭＡＲＵＫＯ","761-0101","高松市春日町８１２−１","テナント４","大西　正洋",,,,,,"第20279号","H30.03.26"
"美容所","Ｌｉｍａ","761-8084","高松市一宮町６５６−５",,"小西　健作",,,,,,"第20280号","H30.03.26"
"美容所","男のＢＯＮＤ　藤塚店","760-0071","高松市藤塚町１丁目４−１１",,"株式会社ギブギブ","代表取締役","藤本　正顕","香川県","高松市松縄町４３番地５",,"第20281号","H30.04.10"
"美容所","ｆｉｋａ","760-0017","高松市番町５−４−４","糸瀬ビル１Ｆ","根岸　正樹",,,,,,"第20282号","H30.04.19"
"美容所","ｈａｉｒ　ｍａｋｅ　ＭＥＫＥ","761-1703","高松市香川町浅野２３５２−３",,"馬場　里奈",,,,,,"第20283号","H30.04.24"
"美容所","ＡＵＢＥ　ｈａｉｒ　ｔｅｒｒｅ","761-8071","高松市伏石町２１７４−１",,"株式会社Ａ’Ｇｒｏｕｐ","代表取締役","坂井　一裕","東京都","港区南青山二丁目２７番７号","Ｋビル地下１階","第20284号","H30.04.27"
"美容所","風音美容室","760-0040","高松市片原町１番１１号","ＭＫビル２Ｆ","千葉　幾美",,,,,,"第20285号","H30.05.30"
"美容所","Ｌａ．ｍａ　ｃｈｅｒｉｅ～ｇｏｏｄ　ｄａｙ～","760-0079","高松市松縄町１１３３−８","スプリームビル１０２","株式会社マ・シェリ","代表取締役","六車　加奈","香川県","高松市松縄町１１３３番地８",,"第20286号","H30.06.14"
"美容所","ウィッシュ　ヘアー　円座店","761-8044","高松市円座町９４０−１","House21　２階西","株式会社ウィッシュ","代表取締役","谷口　博昭","岡山県","岡山市北区今六丁目２０番２６号","セントリヴィエール今１０５号","第20287号","H30.06.19"
"美容所","Ａｍｐｈｉ","760-0078","高松市今里町２丁目１４番地１９",,"須藤　智子",,,,,,"第20288号","H30.06.22"
"美容所","ＤＯＵＢＬＥ","760-0017","高松市番町１丁目２番１９−１Ｆ",,"株式会社ＤＯＵＢＬＥ","代表取締役","近藤　健太","香川県","高松市番町一丁目２番１９−１Ｆ",,"第20290号","H30.06.28"
"美容所","ｌｉｌｌｕ","761-8074","高松市太田上町３１９−１",,"香西　美奈子",,,,,,"第20291号","H30.07.19"
"美容所","ＢＥＬＬＥ　ＰＬＵＩＥ．．","761-8071","高松市伏石町１３７９−５","三条脇ビル　２Ｆ","神原　優美",,,,,,"第20292号","H30.07.23"
"美容所","Ｃｈａｒｉｔｅｓ","761-8055","高松市紙町１２番地１１",,"髙木　崇",,,,,,"第20293号","H30.07.30"
"美容所","ヘアーサロンＩＷＡＳＡＫＩ　香川十川店","761-0434","高松市十川東町７８−１","平井ハイツＢ棟１Ｆ","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20295号","H30.08.16"
"美容所","ウィッシュ　ヘアー　太田店","761-8074","高松市太田上町１０２９−５",,"株式会社ウィッシュ","代表取締役","谷口　博昭","岡山県","岡山市北区今六丁目２０番２６号","セントリヴィエール今１０５号","第20296号","H30.08.20"
"美容所","Ｂｅａｕｔｙ　Ｓａｌｏｎ　ゆくい","760-0080","高松市木太町６４１−２　２F",,"野原　由紀子",,,,,,"第20297号","H30.08.24"
"美容所","ＡＰＩＬＡ","760-0054","高松市常磐町１−９−６　１Ｆ",,"米谷　亮司",,,,,,"第20298号","H30.09.03"
"美容所","美容室 Ａｌｕｃｅ アルーチェ","760-0017","高松市番町１丁目１０番２８号","橋本ビル２Ｆ","松永　直樹",,,,,,"第20299号","H30.09.05"
"美容所","ＴＥＮＲＩＣＨ","760-0028","高松市鍛冶屋町１−１１−２Ｆ",,"平田　大典",,,,,,"第20300号","H30.09.10"
"美容所","ブルーノ","761-8084","高松市一宮町３７３番地１２",,"有限会社ブルーノ","取締役","廣田　智也","香川県","高松市一宮町３７３番地１２",,"第20301号","H30.09.12"
"美容所","Ｂｌｕｎｄｅｒ","760-0053","高松市田町３−１５","佐野ビル２階","山本　準也",,,,,,"第20302号","H30.09.26"
"美容所","ＭＡＱＵＩＡ Ｌｉａ 高松瓦町店","760-0052","高松市瓦町１−１０−６","ａｒｏｍａビル１Ｆ","株式会社ＭＡＱＵＩＡ","代表取締役","阿部　亮太","東京都","新宿区新宿六丁目７番１号","エルプリメント新宿４Ｆ４１１","第20303号","H30.09.26"
"美容所","ｔｏｔａｌ　ｂｅａｕｔｙ　ｓａｌｏｎ　ＬＵＭＩＡＳ","760-0080","高松市木太町３３７５−１９","河地ビル１Ｆ西端","塚田　美紀",,,,,,"第20308号","H30.10.11"
"美容所","Ｔａｃｋ　ｈａｉｒ　ｄｅｓｉｇｎ","760-0062","高松市塩上町１２−１",,"高井　真悟",,,,,,"第20307号","H30.10.11"
"美容所","ＨＡＩＲ　ＳＡＬＯＮ　ＩＷＡＳＡＫＩ　香川朝日町","760-0065","高松市朝日町２−１９−３","エブリィ朝日町店１階","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20309号","H30.10.19"
"美容所","eyelash salon ａｏ．","760-0025","高松市古新町１−４","ＷＩＮＤビル　００４","土井　絢恵",,,,,,"第20310号","H30.10.30"
"美容所","ＩＭ　ＬＩＬＹ","760-0079","高松市松縄町５０−２６",,"近藤　貴子",,,,,,"第20311号","H30.11.02"
"美容所","−ＨＡＩＲ−　Ｊｕｂｉｌｅｅ","761-0102","高松市新田町甲２６０−１８",,"畑　貴博",,,,,,"第20312号","H30.11.07"
"美容所","ＨＡＩＲ　ＳＡＬＯＮ　ＩＷＡＳＡＫＩ　香川高松レインボー店","761-8076","高松市多肥上町１３１９","エブリィ高松レインボー店１階","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20314号","H30.11.16"
"美容所","Ｇｌａｍｏｕｒ","761-8075","高松市多肥下町１５０７−６　２Ｆ",,"溝渕　早織",,,,,,"第20315号","H30.11.26"
"美容所","Ｗｈｉｔｅ　Ｒｏｏｍ","760-0014","高松市昭和町一丁目４番１号　北",,"株式会社Ｍａｒｂｌｅｓ","代表取締役","岩中　惇","香川県","高松市昭和町一丁目４番１号",,"第20316号","H30.11.29"
"美容所","Ｗｈｉｔｅ　Ｒｏｏｍ","760-0014","高松市昭和町一丁目４番１号　南",,"株式会社Ｍａｒｂｌｅｓ","代表取締役","岩中　惇","香川県","高松市昭和町一丁目４番１号",,"第20317号","H30.11.29"
"美容所","Rｅｎｇａｙａ　ＨＡＩＲ　ＤＥＳＩＧＮ","761-8074","高松市太田上町２０６−１１",,"森口　淳也",,,,,,"第20319号","H30.12.11"
"美容所","Ｎｉｎａｒｕ","760-0038","高松市井口町７−５",,"橋本　希望",,,,,,"第20320号","H30.12.20"
"美容所","ＧＡＮＡ","761-0113","高松市屋島西町１５０７−４",,"田上　隼人",,,,,,"第20321号","H31.01.04"
"美容所","ｈａｉｒ　＆　ｂｅａｕｔｙ　ＪＯＵ","760-0051","高松市南新町１−３","タマヤビル１Ｆ・２Ｆ","有限会社カールズジャパン","代表取締役","高畑　佳周","香川県","高松市亀田南町４６３番地５",,"第20322号","H31.01.31"
"美容所","Ｈａｉｒ　ｓａｌｏｎ　ＰＵＥＮＴＥ","769-0102","高松市国分寺町国分２８５−５",,"渡辺　和世",,,,,,"第20324号","H31.02.13"
"美容所","ＥＳ　ＮＡＩＬ","761-8073","高松市太田下町２２２１−１０",,"有限会社イオス","代表取締役","橋野　清","香川県","高松市香川町大野９１６番地１",,"第20325号","H31.02.14"
"美容所","ｈｏ：ｈｏ","761-1701","高松市香川町大野５６１−１",,"二川　美春",,,,,,"第20326号","H31.03.19"
"美容所","ワンセブン","760-0028","高松市鍛冶屋町７−４","リモージュ京都３０４","長尾　卓",,,,,,"第20328号","H31.03.22"
"美容所","ＣＬＡＬＡ　Ｔａｋａｍａｔｓｕ","760-0029","高松市丸亀町１３−３","高松丸亀町参番街東館２Ｆ","有限会社Ｐｒｉｓｍ　Ｃｒｅａｔｅ","代表取締役","磯野　勝也","香川県","高松市瓦町二丁目１２番地の１７",,"第20327号","H31.03.22"
"美容所","Ｓａｌｏｎ　Ｅｔｅｒｎｏ","760-0080","高松市木太町１８８７番地","ヴィレッジ・オーロラ３０１","北岡　万央",,,,,,"第20329号","H31.03.29"
"美容所","Ｐｅｒｓｏｎａｌ　ｈａｉｒ　ｓａｌｏｎ　ＨＡＫＵ","761-0111","高松市屋島東町５１５−１４２",,"萱原　彰悟",,,,,,"第20332号","H31.04.09"
"美容所","Ｃｌｏｕｄ９","761-0301","高松市林町２５４２−１７−２０８",,"山田　えりか",,,,,,"第20330号","H31.04.09"
"美容所","Ｌａｆｅ　ラフ","760-0080","高松市木太町３０５２−２１",,"井上　円香",,,,,,"第20331号","H31.04.09"
"美容所","ヘアサロン壽","760-0092","高松市女木町２３５−１",,"株式会社ｍａｋｅ　ｙｏｕ　ｈａｐｐｙ","代表取締役","玉木　晴一朗","香川県","高松市古新町６番地１",,"第20336号","H31.04.25"
"美容所","Ｔｏｔａｌ　Ｂｅａｕｔｙ　Ｓａｌｏｎ　ＰｕＰｕ","761-8076","高松市多肥上町７９８−１４　１Ｆ",,"桑野　高利",,,,,,"第20337号","R01.05.16"
"美容所","グルック","760-0060","高松市末広町７−２５","庄司第３ビル１階東","グルック株式会社","代表取締役","青木　麻由美","香川県","高松市香川町川東上１０１０番地１",,"第20339号","R01.05.27"
"美容所","Ｌｉｎｏ","760-0040","高松市片原町２−９","三谷ビル１Ｆ","末松　温",,,,,,"第20340号","R01.05.29"
"美容所","ＢｉｓＣｏ　ｈａｉｒ","760-0080","高松市木太町１１３２番地１６",,"中井　浩之",,,,,,"第20341号","R01.06.03"
"美容所","ａｔｅｌｉｅｒ　ＬＥＭＯＮ","761-8071","高松市伏石町１５６８−１","伏石第２ハイツ１０５号","合同会社ｂｌａｎｃ","代表社員","土井　俊輝","香川県","高松市伏石町１５６８番地１","伏石第２ハイツ１０３","第20342号","R01.06.07"
"美容所","ｎｉｃｏ","760-0002","高松市茜町１８−４１","モカール茜１Ｆ北","岡田　直美",,,,,,"第20343号","R01.06.14"
"美容所","ビ・アンジェ","761-8073","高松市太田下町３０２１−１",,"株式会社ＪＥＢアカデミー","代表取締役","南原　慎也","香川県","高松市太田下町３０２１番地１",,"第20344号","R01.06.18"
"美容所","Ｒａｉｓｅ","760-0026","高松市磨屋町４−２","Ｊ　ＢＵＩＬＤ２Ｆ","大喜多　祐司",,,,,,"第20349号","R01.07.01"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ＴＡＶＯＯ","760-0053","高松市田町１２−７","ダブルス和田２Ｆ西","山本　英登",,,,,,"第20347号","R01.07.01"
"美容所","ｉｒｏｍｉｋａｍｉ  ＨＡＩＲ  ＤＥＳＩＧＮ","760-0078","高松市今里町１−５−１７",,"勝部　佳央理",,,,,,"第20350号","R01.07.04"
"美容所","Ａｎ　Ｂｏｕｆｆａｎ","761-8078","高松市仏生山町甲１３９０−１",,"吉田　洋明",,,,,,"第20351号","R01.07.04"
"美容所","ｕｒｅｓｃｈｇｅ","760-0054","高松市常磐町１−１０−１０　１Ｆ",,"清水　圭太",,,,,,"第20352号","R01.07.05"
"美容所","Ｎｏｃｏｒｕ　ｈａｉｒ","760-0078","高松市今里町２丁目１２−２","テナントビル１０１","中村　晋也",,,,,,"第20353号","R01.07.10"
"美容所","ａｔｅｌｉｅｒ　１４６","760-0080","高松市木太町４６２−６",,"井豫岡　聡",,,,,,"第20354号","R01.07.19"
"美容所","ＳＨＡＲＥ","761-8041","高松市檀紙町７９８−２",,"株式会社ＳＨＡＲＥ","代表取締役","正箱　真人","香川県","高松市檀紙町７９８番地２",,"第20356号","R01.08.08"
"美容所","ｅｄｅｎ　ｈａｉｒ　ｎａｉｌ","761-8063","高松市花ノ宮町３丁目３番１７号",,"造田　幸治",,,,,,"第20357号","R01.08.08"
"美容所","ヘアーサロンＩＷＡＳＡＫＩ　香川高松店","761-0104","高松市高松町２５１０−１","ひまわりドラッグ高松店別棟","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20358号","R01.08.20"
"美容所","ｎｉｉｎａ","761-0101","高松市春日町１４２５","ラフォーレ春日２０２号室","薦渕　のどか",,,,,,"第20359号","R01.08.29"
