"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","Ｓｅｎｓｕｏｕｓ　Ｈａｉｒ　Ｄｅｓｉｇｎ","760-0067","高松市松福町２丁目１−３",,"部　一孝",,,,,,"第20035号","H25.09.03"
"美容所","ヘアサロン　ベリール","760-0004","高松市西宝町２−８−２９",,"渡邊　雄也",,,,,,"第20037号","H25.09.18"
"美容所","Ｑａ　ｂｙ　Ａｎｎｉｅ　＆　Ｇｉｎｏ","760-0040","高松市片原町１−２０","２階","石橋　愛",,,,,,"第20038号","H25.09.18"
"美容所","Ｈａｉｒ　ＭＯＫＡ　栗林南店","761-8053","高松市西ハゼ町字清水１８","マルナカ栗林南店内","株式会社尾上","代表取締役","尾上　一昭","徳島県","徳島市佐古二番町８番９号",,"第20040号","H25.09.30"
"美容所","Ｌａ　Ｌｕｚ　ｈａｉｒ","760-0027","高松市紺屋町５−５","ファイブビル１Ｆ","森岡　章江",,,,,,"第20043号","H25.10.10"
"美容所","髪工房れんげ","761-0113","高松市屋島西町２２８９−１０",,"山下　美鈴",,,,,,"第20044号","H25.10.23"
"美容所","ｌａｍｐ","761-0433","高松市十川西町８２８−５",,"秋山　里香",,,,,,"第20047号","H25.10.30"
"美容所","Ｗｉｔｈ","761-8076","高松市多肥上町１１７６−９",,"木村　新也",,,,,,"第20048号","H25.11.20"
"美容所","ｍｅｌｉｏｒａ","760-0025","高松市古新町１０−６","２Ｆ","成瀬　愛",,,,,,"第20049号","H25.11.25"
"美容所","ＨＡＩＲ　ｆｌｅｕｒ","761-8075","高松市多肥下町１５５１−１２",,"安西　明廣",,,,,,"第20050号","H25.12.05"
"美容所","Ｒａｆｆｉ　高松勅使店","761-8058","高松市勅使町５５８−４",,"株式会社イーサロングループ","代表取締役","久安　宏治","広島県","広島市中区舟入幸町５番１６号",,"第20053号","H25.12.13"
"美容所","レディース　髪伝説","761-8014","高松市香西南町４１−１",,"川田　和美",,,,,,"第20054号","H25.12.24"
"美容所","美容室ファミリー","761-0113","高松市屋島西町２４８５−１２",,"中西　浩",,,,,,"第20057号","H26.01.27"
"美容所","Ｌｅ　・　Ｌｉｅｎ","760-0080","高松市木太町５０７８−６","１Ｆ","松本　芙美子",,,,,,"第20059号","H26.02.07"
"美容所","ＨＡＩＲ　ＳＰＡＣＥ　Ｌｅａｐ","761-0442","高松市川島本町１０６−１６",,"平見　百合",,,,,,"第20061号","H26.02.13"
"美容所","美容室　Ｓａｌａ","761-8042","高松市御厩町８６３−３５",,"川人　郁子",,,,,,"第20062号","H26.02.19"
"美容所","Ｈａｉｒ　ｍａｋｅ　Ｍａｒｙ　ａｎｎ","761-0302","高松市上林町５３２−６",,"湯淺　寛之",,,,,,"第20063号","H26.02.24"
"美容所","Ｈａｉｒ　Ｍａｋｅ　ＧＩＧＩ","761-8032","高松市鶴市町２０７−１",,"山内　一郎",,,,,,"第20064号","H26.02.26"
"美容所","香川県立中央病院内美容室","760-0065","高松市朝日町１丁目２番１号","１階","有限会社イースト","取締役","東条　千賀子","香川県","高松市高松町２４６番地の６",,"第20066号","H26.03.04"
"美容所","にかい　Ｒｅｌａｘａｔｉｏｎ　Ｒｏｏｍ　ｃｈｏｕ　ｃｈｏｕ","760-0080","高松市木太町３８１７番地","２Ｆ","有限会社かわすじ","取締役","川筋　正仁","香川県","高松市木太町３８１７番地",,"第20068号","H26.03.04"
"美容所","サブリナフェア　中央インター店","761-0301","高松市林町１５３７−１",,"株式会社バッカス","代表取締役","星野　修一","静岡県","焼津市東小川五丁目１６番地の３",,"第20067号","H26.03.04"
"美容所","Ｈａｉｒ　Ｍａｋｅ　ＳＨＩＮ＇Ｓ　ＢＵＳＳＨＯＵＺＡＮ","761-8078","高松市仏生山町甲３９１−１",,"株式会社　のむら","代表取締役","野村　慎二","香川県","高松市牟礼町牟礼１０８９番地２",,"第20069号","H26.03.20"
"美容所","ａｒｍ’ｓ","761-8062","高松市室新町１０７４−７","松本ビル１階","山地　さゆり",,,,,,"第20071号","H26.03.31"
"美容所","Ｇｒｅｅｎ　Ｐｅｃｏ","761-8076","高松市多肥上町１７４３−７",,"岡部　恵子",,,,,,"第20072号","H26.04.11"
"美容所","ＬＥＥＫ　ｓｍａｒｔ　ｓａｌｏｎ　ｂｙ　ＭＩＬＢＯＮ　レインボー通り店","760-0079","高松市松縄町１１０４−１３",,"有限会社リッツ","代表取締役","喜田　健三","香川県","高松市香川町大野１９５９番地７",,"第20073号","H26.04.11"
"美容所","Ｒａｆｆｉｅｘ　高松松縄店","760-0079","高松市松縄町３４−７","ＡＰＦＥＬ松縄１Ｆ","株式会社イーサロングループ","代表取締役","深田　祐太","広島県","広島市中区舟入幸町５番１６号",,"第20076号","H26.04.16"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ＣＬＡＳＳＹ","761-0101","高松市春日町１５６４","ＨＯＳＯＫＡＷＡ　ＢＵＩＬＤ　Ｃ号室","有限会社Ｓｔｅｐｗｉｓｅ","取締役","佐々木　誠","香川県","高松市国分寺町新居１０１９番地１５",,"第20079号","H26.05.01"
"美容所","Ｃａｓｓａ","760-0020","高松市錦町２丁目１６−３",,"西村　由佳",,,,,,"第20080号","H26.05.22"
"美容所","株式会社ａｔｅｌｉｅｒ　Ｌｅａｄ　Ｓｏｕ　Ｌｅａｄ　店","760-0048","高松市福田町１４番地３","１階","株式会社ａｔｅｌｉｅｒ　Ｌｅａｄ","代表取締役","矢野　勇人","香川県","高松市福田町１０番地１３",,"第20082号","H26.05.28"
"美容所","ｈａｉｒ　ｓａｌｏｎ　Ｒｉｃｏｃｏ","761-8004","高松市中山町１５８４番地６",,"桑崎　さくら",,,,,,"第20083号","H26.06.04"
"美容所","ヘアサロン　美　ＳＴＯＲＹ　ストーリィ","760-0054","高松市常磐町一丁目２−２１","大阪屋ビル２Ｆ","毛谷　由香里",,,,,,"第20084号","H26.06.10"
"美容所","めぐみ美容室","761-0312","高松市東山崎町３１８−２",,"森田　多美子",,,,,,"第20085号","H26.07.02"
"美容所","coco maison","760-0040","香川県高松市片原町１番地８","藤原ビル２Ｆ","合同会社ヘルムアップ","代表社員","小倉　裕右","香川県","高松市瀬戸内町３０番７５号",,"第20086号","H26.07.02"
"美容所","ＦＵＮＴＩＱＵＥ","761-8073","高松市太田下町１８７５−３",,"松本　百合子",,,,,,"第20087号","H26.07.14"
"美容所","ＡＳＡＫＵＲＡ　ＫＡＭＥＩ","760-0050","高松市亀井町３−８","Ａ・ＰＯＩＮＴビル　２Ｆ","朝倉　博美",,,,,,"第20089号","H26.07.17"
"美容所","ＡＳＡＫＵＲＡ　ＳＨＩＮＫＩＴＡ","760-0001","高松市新北町２９−１５","ＯＮＥ　ＤＡＹ　ＳＰＡ　ＡＳＡＫＵＲＡ２階","朝倉　博美",,,,,,"第20088号","H26.07.17"
"美容所","Ｔｈｅ　Ｂａｎｋ","761-0104","高松市高松町２５７８−３",,"早川　耕平",,,,,,"第20090号","H26.07.31"
"美容所","ＥｉＭＩ’Ｓ　ＨＡＩＲ","760-0071","高松市藤塚町２丁目５−２４","永光ビル１Ｆ","峪村　英美",,,,,,"第20091号","H26.08.04"
"美容所","ＲＯＣＣＯ　Ｈａｉｒ　Ｄｅｓｉｇｎ","769-0101","高松市国分寺町新居１１２９−１",,"笠無　里奈",,,,,,"第20092号","H26.08.27"
"美容所","Ｒｉｔａ","761-0311","高松市元山町１２４−１","コーポ川添１階西より２軒目","植松　理奈",,,,,,"第20093号","H26.09.03"
"美容所","さゆり美容室","761-8078","高松市仏生山町甲４５５−４",,"小河　直美",,,,,,"第20095号","H26.09.05"
"美容所","ａｂｂｅｙ　ｈａｉｒ　ｓａｌｏｎ","760-0062","高松市塩上町２丁目１０−３","１Ｆ","片岡　香緒里",,,,,,"第20097号","H26.09.25"
"美容所","ｐｏｐｏｍｅｅｌ","760-0079","高松市松縄町１０９４−１３","２Ｆ","脇坂　絵里菜",,,,,,"第20099号","H26.09.29"
"美容所","Ｒａｖｉ　Ｌａｓｈ","761-8071","高松市伏石町２０３６−４","ジラソーレ２階２０６号","秋山　麻依",,,,,,"第20100号","H26.10.15"
"美容所","ヘアーサロン　Ｆｒｉｚｚ","760-0005","高松市宮脇町１丁目１５−８","川田ビル１Ｆ","平石　永治",,,,,,"第20101号","H26.10.20"
"美容所","トケエ","761-0302","高松市上林町４０４−１",,"森田　夏子",,,,,,"第20102号","H26.10.22"
"美容所","Ｒｏｏｍ　ｔｏ　Ｇｒｏｗ","761-0102","高松市新田町甲２１５７−１",,"穴吹　武志",,,,,,"第20103号","H26.10.28"
"美容所","ｈａｉｒ　Ｅｍｉｌｌｉａ","761-8041","高松市檀紙町１５７６−２７",,"河田　恵美",,,,,,"第20104号","H26.11.05"
"美容所","ｊａｍ","760-0027","高松市紺屋町１０−９","ＩＷＡＢＵビル３Ｆ","有限会社ジャム","代表取締役","古小路　秀隆","香川県","高松市鍛冶屋町１番地９",,"第20105号","H26.11.05"
"美容所","Ｍ−ｓｔｙｌｅ","761-8072","高松市三条町１０６−６","２Ｆ","株式会社ヒロコ","代表取締役","高橋　弘子","香川県","高松市上天神町８１８番地６",,"第20106号","H26.11.14"
"美容所","ＢＲＩＣ　Ａ　ＢＲＡＣ　ｈａｉｒ　ｇａｒａｇｅ","761-8031","高松市郷東町７９２−１２１",,"光元　克利",,,,,,"第20108号","H26.11.27"
"美容所","Ｓｕｉｔｅ　Ｓａｌｏｎ　Ｋ４（美容）","761-0433","高松市十川西町４０９−３",,"北代　志津子",,,,,,"第20109号","H26.12.04"
"美容所","クイックハウス","760-0053","高松市田町８−２５",,"新井建物管理有限会社","取締役","新井　久","東京都","杉並区南荻窪四丁目３１番１０号",,"第20110号","H26.12.08"
"美容所","Ｎｉｃｏａ　ｈａｉｒ　ｄｅｓｉｇｎ","760-0054","高松市常磐町２−８−２","コリドールウエスト１Ｆ","香西　達哉",,,,,,"第20111号","H26.12.12"
"美容所","Ｈａｎａｋｏ","760-0080","高松市木太町２３３９−１","２Ｆ","株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20112号","H26.12.24"
"美容所","Ｔｏｔａｌ　Ｂｅａｕｔｙ　ハナコ","761-8075","高松市多肥下町１５６１−１１",,"株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20113号","H26.12.26"
"美容所","ｆｒｏｍ　ＲＥＥＦ","761-8045","高松市西山崎町１８２−１５",,"大内　雅史",,,,,,"第20115号","H26.12.26"
"美容所","Ｔｏｔａｌ　Ｂｅａｕｔｙ　ハナコ","761-8075","高松市多肥下町１５６１−１１","２Ｆ","株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20114号","H26.12.26"
"美容所","Ｈａｉｒｓａｌｏｎ　ＭＥ","761-0322","高松市前田東町８０５−１０",,"畠　英佑",,,,,,"第20116号","H27.01.13"
"美容所","ＫＯＫＯＭＯ","760-0028","高松市鍛冶屋町７−３",,"株式会社ｋｏｋｏｍｏ","代表取締役","多田　哲也","香川県","高松市鍛冶屋町７番地３",,"第20117号","H27.01.21"
"美容所","Ａｒｅｅｍ（アリーム）レディーススタイル（ＮＥＳ）","761-8075","高松市多肥下町１５５１−１",,"有限会社Ｐｒｉｓｍ　Ｃｒｅａｔｅ","代表取締役","磯野　勝也","香川県","高松市瓦町二丁目１２番地の１７",,"第20118号","H27.01.29"
"美容所","特定非営利活動法人ねね美容院","769-0102","高松市国分寺町国分２８５−５",,"特定非営利活動法人ねね","理事","三好　成和","香川県","高松市国分寺町国分２８５番地１",,"第20119号","H27.02.09"
"美容所","ヘアートリラクゼーション　ニコル","761-1703","高松市香川町浅野２７５−４","西川ビル１階","髙木　みどり",,,,,,"第20120号","H27.02.23"
"美容所","ｅｆｆｅｃｔｏｒ　ｈａｉｒ　ｃｒｅａｔｉｖｅ","760-0031","高松市北浜町１０−１−１Ｆ",,"藤井　豊",,,,,,"第20123号","H27.03.02"
"美容所","Ｈｉｐｐｉｅ　Ｈａｉｒ","761-8074","高松市太田上町８０７−１","梶村ビル１階北号室","小西　浩之",,,,,,"第20124号","H27.03.05"
"美容所","La Mer","760-0078","高松市今里町２丁目１５−８","佐藤ビル１Ｆ","篠田　純一",,,,,,"第20125号","H27.03.13"
"美容所","Ｓｏｒｒｉｓｏ","761-8076","高松市多肥上町１８６７−１５",,"池田　美穂",,,,,,"第20130号","H27.04.13"
"美容所","hair  Stelly","761-0432","高松市亀田南町６２９−９",,"玉井　裕子",,,,,,"第20131号","H27.04.13"
"美容所","ｋｉｔｅ","760-0014","高松市昭和町１−１３−１９",,"堀田　優子",,,,,,"第20132号","H27.04.13"
"美容所","Koba hair","761-8085","高松市寺井町１３６９−２１",,"小林　弘幸",,,,,,"第20133号","H27.04.13"
"美容所","ヘアーサロン　エクシア","761-0101","高松市春日町１６４３−１",,"石川　洋次",,,,,,"第20134号","H27.04.22"
"美容所","ビューティールーム芙蓉","760-0071","高松市藤塚町２丁目１１−１４",,"宮崎　芙紀子",,,,,,"第20135号","H27.04.28"
"美容所","HAIR　SALON　はな　～flower～","761-0312","高松市東山崎町５８−１５",,"元木　宏実",,,,,,"第20136号","H27.04.28"
"美容所","美容室　KOKO","761-0121","高松市牟礼町牟礼２４１１−６",,"佐野　貴美",,,,,,"第20138号","H27.05.08"
"美容所","Eyelash Salon SMILE","761-0122","高松市牟礼町大町２３４６−５３",,"織田　祐子",,,,,,"第20139号","H27.05.18"
"美容所","Chaleur（シャルール）","760-0053","高松市田町３−２２","円尾ビル２Ｆ","川西　敬太",,,,,,"第20140号","H27.05.22"
"美容所","ｐｏｐｏｍｅｅｌ２","760-0079","高松市松縄町１０９４−１３",,"脇坂　絵里菜",,,,,,"第20142号","H27.05.26"
"美容所","SHANTI","761-0302","高松市上林町３０番地７",,"横井　竜介",,,,,,"第20145号","H27.06.23"
"美容所","*Cotton nail* 高松本店","761-0301","高松市林町２１３０−１−０１０",,"株式会社　リヴィエイト","代表取締役","福家　絵里","香川県","高松市香川町浅野４７６番地３",,"第20144号","H27.06.23"
"美容所","Sa・Ra・Ra","760-0053","高松市田町２−５",,"鎌田　厚子",,,,,,"第20147号","H27.07.01"
"美容所","HAIR SALON HARE","761-8076","高松市多肥上町字松林１２９３−１","２Ｆ","藤澤　隆平",,,,,,"第20148号","H27.07.06"
"美容所","ｃｉｒｃｕｓ","760-0078","高松市今里町１−３０−１","１Ｆ","株式会社　ｃｉｒｃｕｓ","代表取締役","𠮷川　洋","香川県","高松市今里町二丁目１２番地２",,"第20149号","H27.07.09"
"美容所","ＤＩＧＮＩＴＹ","761-8062","高松市室新町１０３２‐６","村上ビル　１Ｆ","田中　貴大",,,,,,"第20152号","H27.07.27"
"美容所","ヘアースタジオＩＷＡＳＡＫＩ　香川国分寺店","769-0101","高松市国分寺町新居１０８０−１","マルナカ施設内","株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20153号","H27.07.27"
"美容所","eye lash salon mu","761-8071","高松市伏石町２１３７−１","１０１号","飛田　さつき",,,,,,"第20155号","H27.08.20"
"美容所","Mare -Beauty&Health-","760-0024","高松市兵庫町１１−５","中島ビル１階","株式会社ソール","代表取締役","植田　由希","香川県","高松市松縄町１００３番地７","レインボータウン２階","第20157号","H27.09.29"
"美容所","enishi−縁−hair","760-0006","高松市亀岡町２０−１","亀岡ビル１F","川西　貴之",,,,,,"第20158号","H27.10.19"
"美容所","Cinq","761-0121","高松市牟礼町牟礼１０８１−１",,"島本　三貴子",,,,,,"第20160号","H27.10.21"
"美容所","HAIR DESIGN FOR YOU","769-0103","高松市国分寺町福家甲５５３−３",,"福井　祐子",,,,,,"第20161号","H27.11.04"
"美容所","SOHO new york 香川鬼無店","761-8024","高松市鬼無町藤井６９１−１",,"株式会社シルクロード","代表取締役","小土井　秀明","岡山県","岡山市北区新屋敷町三丁目１番１号",,"第20162号","H27.11.25"
"美容所","ヘアメイクエル","760-0080","高松市木太町６０８番地７０",,"有限会社ヘアメイクエル","代表取締役","中山　真優美","香川県","高松市木太町６０８番地７０",,"第20164号","H27.11.30"
"美容所","プレイスオブヘアー　アクア美容室","761-0121","高松市牟礼町牟礼２２１８−２３",,"森澤　宗幸",,,,,,"第20165号","H27.12.28"
"美容所","あぐり","761-0433","高松市十川西町７８９番地５",,"合同会社あぐり","代表社員","笹尾　香奈","香川県","高松市十川西町７８９番地５",,"第20167号","H27.12.28"
"美容所","ページボーイ","760-0050","高松市亀井町３−３","谷原不動産ビル２Ｆ","株式会社ページボーイ","代表取締役","後藤　美佳","香川県","高松市亀井町３−３","谷原不動産ビル２階","第20166号","H27.12.28"
"美容所","クイックハウス　国分寺店","769-0104","高松市国分寺町新名１６−５",,"新井建物管理有限会社","取締役","新井　久","東京都","杉並区南荻窪四丁目３１番１０号",,"第20169号","H28.01.15"
"美容所","フランキンセンス","761-0121","高松市牟礼町牟礼１００５−１",,"赤坂　泰造",,,,,,"第20172号","H28.02.22"
"美容所","M's hair","761-1701","高松市香川町大野624",,"間嶋　典子",,,,,,"第20175号","H28.04.13"
"美容所","berry","761-8075","高松市多肥下町1555番地15",,"合名会社berry","代表社員","岡崎　恒治","香川県","高松市多肥下町1555番地15",,"第20176号","H28.04.13"
"美容所","tenrich","761-0113","高松市屋島西町2491-26",,"平田　麻優子",,,,,,"第20179号","H28.04.20"
"美容所","サロン　華HANA","761-0121","高松市牟礼町牟礼2823-1",,"上北　華奈",,,,,,"第20180号","H28.04.22"
"美容所","カットコムズ高松東","760-0066","高松市福岡町３ー８ー５",,"前川　政光",,,,,,"第20181号","H28.04.27"
"美容所","美容室　さくら","761-8032","高松市鶴市町２０３１番地１",,"株式会社ＳＳＳ","代表取締役","吉田　浩平","岡山県","岡山市北区北方一丁目２番２４号",,"第20184号","H28.05.23"
"美容所","Ｓａｌｏｎ　ｄｅ　Ｃｈｏｕｅｔｔｅ","760-0054","高松市常磐町２丁目１１−１３","１Ｆ","有限会社ヤマノビューテイメイト","代表取締役","白川　恵敬","徳島県","徳島市北佐古一番町１番２２−４号",,"第20185号","H28.06.06"
"美容所","ＨＡＩＲ　ＲＯＯＴＳ","760-0068","高松市松島町１丁目１−５",,"漆原　英人",,,,,,"第20186号","H28.07.06"
"美容所","ヘアカラーカフェ高松レインボーロード店","760-0079","高松市松縄町１１３３−８−１０５",,"株式会社聖地","代表取締役","岡崎　雅美","香川県","高松市塩屋町９番地４",,"第20190号","H28.07.15"
"美容所","ＱＢハウス　パワーシティレインボー店","761-8075","高松市多肥下町１５５２−１７",,"キュービーネット株式会社","代表取締役","北野　泰男","東京都","渋谷区神泉町８番１６号",,"第20189号","H28.07.15"
"美容所","freedom cosette 高松店","760-0029","高松市丸亀町９−５","溝渕ビル１階","株式会社ｃｒｅｓｔ","代表取締役","坂本　竜一","岡山県","岡山市北区富田町２−７−１１−５０２",,"第20191号","H28.09.01"
"美容所","Link Care ＆ Design","760-0005","高松市宮脇町２‐２６‐４１",,"川嶋　英之",,,,,,"第20192号","H28.09.06"
"美容所","ｃｏｕ　ｃｏｕ","761-8071","高松市伏石町１３７９番地７","１階","滝下　香織",,,,,,"第20194号","H28.09.07"
"美容所","ＡＰＨＲＯＤＩＴＥ","761-8077","高松市出作町１８８番地５",,"合同会社アガペリオン","代表社員","北村　拓路","香川県","高松市香川町川東下６２８番地１１",,"第20193号","H28.09.07"
"美容所","美容室　自由の女神","761-8076","高松市多肥上町１１９５−５",,"山本　克志",,,,,,"第20195号","H28.09.15"
"美容所","Hair＆Atelier　Marl","760-0068","高松市松島町１−１３−１０",,"植原　隆道",,,,,,"第20197号","H28.09.27"
"美容所","hairsalon　MILK","761-8077","高松市出作町３４６",,"石山　香織",,,,,,"第20198号","H28.09.29"
"美容所","Ｈａｉｒ　ＡＲＴＩＳＡＮ　アーティザン","761-8041","高松市檀紙町１６０５−１",,"四宮　康照",,,,,,"第20200号","H28.10.05"
"美容所","FraisVie","761-1703","高松市香川町浅野３５８−１２",,"山本　麻美",,,,,,"第20201号","H28.10.07"
"美容所","ヘアースタジオＩＷＡＳＡＫＩ　香川川島東店","761-0443","高松市川島東町５２３−４",,"株式会社ハクブン","代表取締役","岩崎　博文","神奈川県","横浜市青葉区新石川三丁目１５番地１１",,"第20202号","H28.10.07"
"美容所","ＬＯＯＰ　ｈａｉｒ","761-0123","高松市牟礼町原１９００−３",,"吉田　晴人",,,,,,"第20204号","H28.10.19"
"美容所","ｒａｖｅ","760-0052","高松市瓦町一丁目３の１２","中央ビル５Ｆ","山口　未布由",,,,,,"第20206号","H28.10.26"
"美容所","Agu　hair　chart","760-0029","高松市丸亀町１２−９","丸亀町U.Rビル１階","株式会社ビサイド","代表取締役","曽我　克","東京都","豊島区東池袋一丁目４２番１２号","パークビル３階","第20207号","H28.11.08"
"美容所","Glamour","760-0079","高松市松縄町１０５２−1","ラコンテⅡＡ","溝渕　早織",,,,,,"第20208号","H28.11.11"
"美容所","ＧＲＩＮ　ＨＡＩＲ","760-0017","高松市番町４−１０−２０−１Ｆ",,"眞鍋　孝彰",,,,,,"第20210号","H28.11.17"
"美容所","ｐｓ　ＧＡＢＵ","761-0303","高松市六条町４８０−８",,"渡　真吾",,,,,,"第20211号","H28.11.30"
"美容所","ｆａｖｏｒｉｔｅ　ｃｏｒｅ","760-0008","高松市中野町１２の１３",,"髙橋　須美子",,,,,,"第20212号","H28.12.14"
"美容所","Ｈａｉｒ　＆　ｎａｉｌ　Ｃａｒｉｎａ","761-0311","高松市元山町６４６−１１",,"伊藤　容子",,,,,,"第20214号","H28.12.16"
"美容所","Bonheur","761-8071","高松市伏石町２０８８−２２","プレステージ伏石２０１号","奈良　さおり",,,,,,"第20218号","H29.01.11"
"美容所","Miertte","761-8074","高松市太田上町３４７−３−１０２",,"谷口　愛",,,,,,"第20217号","H29.01.11"
"美容所","らふ","760-0080","高松市木太町５１１４−7",,"田中　勝枝",,,,,,"第20219号","H29.01.19"
"美容所","＆Ｙｏｕ","761-8078","高松市仏生山町甲４２２−２","１Ｆ東","工藤　奈津美",,,,,,"第20223号","H29.02.16"
"美容所","Ｃｈｅｓｓ","761-8041","高松市檀紙町７６５−１",,"株式会社フクケン工業","代表取締役","福島　智史","香川県","高松市檀紙町１３７１番地７",,"第20224号","H29.02.24"
"美容所","ｍｏｏｉ","761-0303","高松市六条町６５７−２",,"佐﨑　加奈",,,,,,"第20225号","H29.03.08"
"美容所","Little　Hair　Salon　マチノアカリ","760-0062","高松市塩上町３丁目４−２",,"名倉　直子",,,,,,"第20226号","H29.03.27"
"美容所","ＭＡＱＵＩＡ 高松瓦町店","760-0052","高松市瓦町１−１０−６","ａｒｏｍａビル　２Ｆ","株式会社ＭＡＱＵＩＡ","代表取締役","阿部　亮太","東京都","新宿区新宿六丁目７番１号","エルプリメント新宿４F４１１","第20228号","H29.04.10"
"美容所","美容室　ルシア","760-0075","高松市楠上町１−７−２０","パルクピア1階","大杉　千明",,,,,,"第20229号","H29.04.12"
"美容所","ｈａｉｒ　ｇｒｏｗ　Ｋｏ＆ｋｏ","761-0123","高松市牟礼町原６６２−１",,"多田　幸広",,,,,,"第20230号","H29.04.17"
"美容所","Ｋ．Ｓｗｉｎｇ","760-0018","高松市天神前５−２５","県庁前ビル２Ｆ・３Ｆ","太田　由香",,,,,,"第20231号","H29.04.19"
"美容所","ＢＬＯＱ．","761-0113","高松市屋島西町２４５３−２０","１０５号室","水谷　聡美",,,,,,"第20232号","H29.05.01"
"美容所","ＪＯＬＩＥＲ","769-0101","高松市国分寺町新居１３９３−１","福江ビル１Ｆ","福島　悠",,,,,,"第20233号","H29.05.11"
"美容所","Sol hair by tesoro","761-0301","高松市林町２５３１−９",,"テソロホールディング株式会社","代表取締役","吉鷹　一起","香川県","高松市春日町890番地1",,"第20235号","H29.05.31"
"美容所","ｂｅｒｙｌ","760-0052","高松市瓦町１丁目８番地４","ミカサビル１階西","大久保　美季",,,,,,"第20236号","H29.05.31"
"美容所","Ｂｅａｕｔｙ　Ｂｏｘ　ＭＯＮＲＯＥ","760-0045","高松市古馬場町８−７","岩佐ビル２Ｆ","田井　麻琴",,,,,,"第20238号","H29.06.12"
"美容所","ＱＢハウス南新町店","760-0051","高松市南新町３−４",,"キュービーネット株式会社","代表取締役","北野　泰男","東京都","渋谷区神泉町８番１６号",,"第20239号","H29.06.22"
"美容所","Ｈａｉｒ　Ｓｐａｃｅ　Ｒｅｔｒｅａｔ","760-0073","高松市栗林町３丁目２−２",,"田井　令佳",,,,,,"第20240号","H29.06.22"
"美容所","Ｈａｉｒ　Ｍｏｎｒｏｅ","760-0079","高松市松縄町１０５２−１","ラコンテⅡ１Ｆ　Ｃ号","石橋　泰広",,,,,,"第20241号","H29.07.03"
"美容所","ＨＡＩＲ　ＳＡＬＯＮ　ＳＡＰＥ","760-0025","高松市古新町１０−３","砂屋ビル２B１","竹田　詩子",,,,,,"第20242号","H29.07.05"
"美容所","ｂｌａｎｃｏ　高松店","760-0029","高松市丸亀町６−２","丸亀町ビル１階，２階","株式会社ｃｏｃｏ","代表取締役","森下　大","香川県","高松市松縄町１０５０番地２０",,"第20244号","H29.07.10"
"美容所","Ｈａｉｒ　Ｍａｋｅ　Ｂｉｌｌｏｗ 高松店","760-0076","高松市観光町５３６","ひだまりアパートメント２号","株式会社 ＢｉｌｌｏｗＪａｐａｎ","代表取締役","田安　正和","香川県","丸亀市原田町１５８６番地１",,"第20245号","H29.07.14"
"美容所","ｈａｕｏｌｉ","761-8041","高松市檀紙町1324-1","レーベンスクエア106号","河原　千裕",,,,,,"第20248号","H29.08.15"
"美容所","faNdesyoN　0003","760-0054","高松市常磐町２丁目１４−１","ＴＯＫＩＷＡビル１Ｆ東","今谷　佳代",,,,,,"第20249号","H29.08.17"
"美容所","ＦＵＤＧＥ　Ｒｎ（ファッジアーヌ）","769-0101","高松市国分寺町新居１４１１−１６",,"藤井　奈生子",,,,,,"第20250号","H29.08.22"
"美容所","２４／７ ｈａｉｒ","760-0080","高松市木太町２４６５−１",,"大島　公一",,,,,,"第20251号","H29.08.24"
"美容所","Ｆ　ｈａｉｒ","761-8044","高松市円座町９１５−２",,"山元　文仁",,,,,,"第20252号","H29.08.31"
"美容所","Ｌｉｂｅｒｔｙ","761-0312","高松市東山崎町８７−１","ドリス１０３","古澤　和也",,,,,,"第20253号","H29.09.11"
"美容所","美容室　ｒｅｌａ　リラ","761-0303","高松市六条町８６３−３",,"盛　純子",,,,,,"第20255号","H29.09.15"
"美容所","ｃｏｃｏｒｏ","761-8076","高松市多肥上町１３８２−１",,"藤岡　真美",,,,,,"第20258号","H29.10.16"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ｇｅｍ","761-0101","高松市春日町１１０８−１",,"菰渕　美弥",,,,,,"第20259号","H29.11.20"
"美容所","クイックカラーＱ　イオンモール高松店","761-8012","高松市香西本町１−１","３Ｆ","株式会社クイックカラーキュー","代表取締役","川原　佳苗","福岡県","福岡市早良区西新四丁目１番１","−３５０６号","第20260号","H29.11.24"
"美容所","Euphoria hair&beauty","761-8073","高松市太田下町2600-1",,"株式会社Euphoria","代表取締役","安藝　寛純","香川県","高松市太田下町2600番地1",,"第20261号","H29.12.01"
"美容所","ピーチスタイル","760-0043","高松市今新町８−２１","２Ｆ","金井　香里",,,,,,"第20263号","H29.12.07"
"美容所","Ｓａｌｏｎ　ｄｅ　Ｆａｍ","761-0323","高松市亀田町３８３−１０",,"橋本　千登勢",,,,,,"第20264号","H29.12.13"
