#LINK,,,,
#lang,ja,,,
#attribution_name,高松市,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,
#file_name,0084,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/menu_Information,,,
#property,lunchDay,menuName,foodName,quantity
#object_type_xsd,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion
84,9/6/2021,厚揚げとなすのみそ炒め,赤みそ,3
85,9/6/2021,厚揚げとなすのみそ炒め,中双糖,2
86,9/6/2021,厚揚げとなすのみそ炒め,濃口しょうゆ,1.5
87,9/6/2021,厚揚げとなすのみそ炒め,チキンコンソメ,0.6
88,9/6/2021,厚揚げとなすのみそ炒め,豆板醤,0.03
89,9/6/2021,厚揚げとなすのみそ炒め,でんぷん,1
90,9/6/2021,厚揚げとなすのみそ炒め,だし汁,20
91,9/6/2021,すまし汁,型抜きかまぼこ（小菊）,8
92,9/6/2021,すまし汁,玉葱,30
93,9/6/2021,すまし汁,中ねぎ,5
94,9/6/2021,すまし汁,干ししいたけ（スライス）,0.7
95,9/6/2021,すまし汁,干しわかめ（カット）,0.5
96,9/6/2021,すまし汁,清酒,1
97,9/6/2021,すまし汁,濃口しょうゆ,0.5
98,9/6/2021,すまし汁,食塩,0.4
99,9/6/2021,すまし汁,削り節　だし用,5
100,9/6/2021,すまし汁,湯,140
101,9/7/2021,小型コッペパン（袋入り）,（袋）コッペパン,40
102,9/7/2021,牛乳,牛乳,206
103,9/7/2021,海の幸スパゲティ,スパゲティ（ハーフ）,35
104,9/7/2021,海の幸スパゲティ,ゆで塩,1.5
105,9/7/2021,海の幸スパゲティ,（冷）あさりむき身,10
106,9/7/2021,海の幸スパゲティ,（冷）短冊いか（1×4㎝）,10
107,9/7/2021,海の幸スパゲティ,（冷）むきえび,10
108,9/7/2021,海の幸スパゲティ,白ぶどう酒,2
109,9/7/2021,海の幸スパゲティ,ベーコン（短冊）,5
110,9/7/2021,海の幸スパゲティ,玉葱,40
111,9/7/2021,海の幸スパゲティ,トマト水煮,30
112,9/7/2021,海の幸スパゲティ,人参,12
113,9/7/2021,海の幸スパゲティ,しめじ,10
114,9/7/2021,海の幸スパゲティ,にんにく　,0.3
115,9/7/2021,海の幸スパゲティ,サラダ油,2
116,9/7/2021,海の幸スパゲティ,赤ぶどう酒,5
117,9/7/2021,海の幸スパゲティ,トマトケチャップ　1kg,5
118,9/7/2021,海の幸スパゲティ,ウスターソース,1
119,9/7/2021,海の幸スパゲティ,上白糖,1
120,9/7/2021,海の幸スパゲティ,チキンコンソメ,0.3
121,9/7/2021,海の幸スパゲティ,食塩,0.3
122,9/7/2021,海の幸スパゲティ,こしょう,0.05
123,9/7/2021,海の幸スパゲティ,一味,0.01
124,9/7/2021,海の幸スパゲティ,粉チーズ,3
125,9/7/2021,イタリアンサラダ,キャベツ,35
126,9/7/2021,イタリアンサラダ,（冷）ブロッコリー,15
127,9/7/2021,イタリアンサラダ,赤パプリカ,5
128,9/7/2021,イタリアンサラダ,黄パプリカ,5
129,9/7/2021,イタリアンサラダ,（袋）イタリアンドレッシング,8
130,9/7/2021,梨,梨,40
131,9/8/2021,ごはん,精白米（委託・白）,80
132,9/8/2021,牛乳,牛乳,206
133,9/8/2021,鶏肉とレバーの香り揚げ,（冷）鶏肉胸　粉付き,21
134,9/8/2021,鶏肉とレバーの香り揚げ,（冷）鶏肉もも　粉付き,14
135,9/8/2021,鶏肉とレバーの香り揚げ,（冷）鶏レバー　粉付き,15
136,9/8/2021,鶏肉とレバーの香り揚げ,なたね油,5
137,9/8/2021,鶏肉とレバーの香り揚げ,炒り白ごま,0.5
138,9/8/2021,鶏肉とレバーの香り揚げ,細ねぎ,1
139,9/8/2021,鶏肉とレバーの香り揚げ,生姜,0.8
140,9/8/2021,鶏肉とレバーの香り揚げ,にんにく　,0.8
141,9/8/2021,鶏肉とレバーの香り揚げ,中双糖,2.4
142,9/8/2021,鶏肉とレバーの香り揚げ,濃口しょうゆ,2
143,9/8/2021,鶏肉とレバーの香り揚げ,清酒,1.5
144,9/8/2021,鶏肉とレバーの香り揚げ,豆板醤,0.05
145,9/8/2021,鶏肉とレバーの香り揚げ,湯,4
146,9/8/2021,小松菜のドレッシング和え,キャベツ,30
147,9/8/2021,小松菜のドレッシング和え,（冷）小松菜,20
148,9/8/2021,小松菜のドレッシング和え,人参,7
149,9/8/2021,小松菜のドレッシング和え,（缶）ホールコーン,5
150,9/8/2021,小松菜のドレッシング和え,（袋）中華ドレッシング,8
151,9/8/2021,わかめスープ,ボンレスハム（短冊）卵抜き,5
152,9/8/2021,わかめスープ,玉葱,30
153,9/8/2021,わかめスープ,えのきたけ,7
154,9/8/2021,わかめスープ,中ねぎ,5
155,9/8/2021,わかめスープ,干しわかめ（カット）,0.8
156,9/8/2021,わかめスープ,サラダ油,0.5
157,9/8/2021,わかめスープ,（レト）がらスープ,4
158,9/8/2021,わかめスープ,濃口しょうゆ,0.8
159,9/8/2021,わかめスープ,チキンコンソメ,0.5
160,9/8/2021,わかめスープ,食塩,0.5
161,9/8/2021,わかめスープ,こしょう,0.03
162,9/8/2021,わかめスープ,ごま油,0.2
163,9/8/2021,わかめスープ,湯,130
164,9/9/2021,チキンライス（麦入り）,精白米（自校）,55
165,9/9/2021,チキンライス（麦入り）,米粒麦　自校,5
166,9/9/2021,チキンライス（麦入り）,（冷）鶏肉胸・皮なし（1×1㎝）,12
167,9/9/2021,チキンライス（麦入り）,（冷）鶏肉もも・皮なし（1×1㎝）,8
168,9/9/2021,チキンライス（麦入り）,白ぶどう酒,1
169,9/9/2021,チキンライス（麦入り）,玉葱,20
170,9/9/2021,チキンライス（麦入り）,人参,10
171,9/9/2021,チキンライス（麦入り）,エリンギカット,5
172,9/9/2021,チキンライス（麦入り）,（冷）むき枝豆,5
173,9/9/2021,チキンライス（麦入り）,バター,1
174,9/9/2021,チキンライス（麦入り）,サラダ油,0.5
175,9/9/2021,チキンライス（麦入り）,トマトケチャップ　1kg,13
176,9/9/2021,チキンライス（麦入り）,ウスターソース,0.6
177,9/9/2021,チキンライス（麦入り）,チキンコンソメ,0.6
178,9/9/2021,チキンライス（麦入り）,食塩,0.3
179,9/9/2021,チキンライス（麦入り）,こしょう,0.04
180,9/9/2021,牛乳,牛乳,206
181,9/9/2021,フレンチサラダ,（冷）ブロッコリー,25
182,9/9/2021,フレンチサラダ,キャベツ,30
183,9/9/2021,フレンチサラダ,（缶）ホールコーン,5
184,9/9/2021,フレンチサラダ,（袋）フレンチドレッシング,10
185,9/9/2021,コーンクリームスープ,ベーコン（短冊）,7
186,9/9/2021,コーンクリームスープ,（レト）白いんげん豆ペースト,6
187,9/9/2021,コーンクリームスープ,（缶）クリームコーン,35
188,9/9/2021,コーンクリームスープ,玉葱,30
189,9/9/2021,コーンクリームスープ,パセリ,0.5
190,9/9/2021,コーンクリームスープ,サラダ油,0.5
191,9/9/2021,コーンクリームスープ,（レト）がらスープ,4
192,9/9/2021,コーンクリームスープ,チキンコンソメ,0.5
193,9/9/2021,コーンクリームスープ,食塩,0.3
194,9/9/2021,コーンクリームスープ,こしょう,0.03
195,9/9/2021,コーンクリームスープ,生クリーム,2
196,9/9/2021,コーンクリームスープ,調理用牛乳,30
197,9/9/2021,コーンクリームスープ,水,70
198,9/9/2021,ココアワッフル（中のみ）,（個）ココアワッフル　Fe強化,28
199,9/10/2021,ごはん,精白米（委託・白）,80
200,9/10/2021,牛乳,牛乳,206
201,9/10/2021,さばのみそ煮,（冷）さばのみそ煮,70
202,9/10/2021,チンゲンサイともやしの和え物,チンゲンサイ,30
203,9/10/2021,チンゲンサイともやしの和え物,もやし,30
204,9/10/2021,チンゲンサイともやしの和え物,人参,7
205,9/10/2021,チンゲンサイともやしの和え物,炒り白ごま,1.5
206,9/10/2021,チンゲンサイともやしの和え物,（袋）ゆずかつおドレッシング,10
207,9/10/2021,なすのそうめん汁,油揚げ,5
208,9/10/2021,なすのそうめん汁,玉葱,25
209,9/10/2021,なすのそうめん汁,なす,15
210,9/10/2021,なすのそうめん汁,中ねぎ,5
211,9/10/2021,なすのそうめん汁,（乾）そうめん,4
212,9/10/2021,なすのそうめん汁,食塩,0.5
213,9/10/2021,なすのそうめん汁,濃口しょうゆ,0.6
214,9/10/2021,なすのそうめん汁,削り節　だし用,5
215,9/10/2021,なすのそうめん汁,湯,130
216,9/13/2021,ナン,（袋）ナン,70
217,9/13/2021,牛乳,牛乳,206
218,9/13/2021,ドライカレー,牛肉ミンチ,15
219,9/13/2021,ドライカレー,豚肉赤身ミンチ,15
220,9/13/2021,ドライカレー,（冷）豚レバーチップ,5
221,9/13/2021,ドライカレー,（レト）ひきわり大豆,15
222,9/13/2021,ドライカレー,玉葱,50
223,9/13/2021,ドライカレー,人参,10
224,9/13/2021,ドライカレー,ピーマン,4
225,9/13/2021,ドライカレー,レーズン,1
226,9/13/2021,ドライカレー,にんにく　,0.6
227,9/13/2021,ドライカレー,生姜,0.3
228,9/13/2021,ドライカレー,サラダ油,0.5
229,9/13/2021,ドライカレー,小麦粉,1
230,9/13/2021,ドライカレー,トマトケチャップ　1kg,9
231,9/13/2021,ドライカレー,ウスターソース,3.5
232,9/13/2021,ドライカレー,カレー粉,1.2
233,9/13/2021,ドライカレー,赤ぶどう酒,1
234,9/13/2021,ドライカレー,チキンコンソメ,0.5
235,9/13/2021,ドライカレー,食塩,0.5
236,9/13/2021,ドライカレー,こしょう,0.03
237,9/13/2021,夏みかんサラダ,キャベツ,25
238,9/13/2021,夏みかんサラダ,きゅうり,25
239,9/13/2021,夏みかんサラダ,（レト）夏みかん,15
240,9/13/2021,夏みかんサラダ,（袋）コールスロードレッシング,8
241,9/13/2021,ビーフンスープ,ロースハム（短冊）卵抜き,7
242,9/13/2021,ビーフンスープ,玉葱,25
243,9/13/2021,ビーフンスープ,人参,10
244,9/13/2021,ビーフンスープ,チンゲンサイ,8
245,9/13/2021,ビーフンスープ,ビーフン,5
246,9/13/2021,ビーフンスープ,生しいたけ（スライス）,5
247,9/13/2021,ビーフンスープ,生姜,0.2
248,9/13/2021,ビーフンスープ,サラダ油,0.5
249,9/13/2021,ビーフンスープ,（レト）がらスープ,4
250,9/13/2021,ビーフンスープ,濃口しょうゆ,0.5
251,9/13/2021,ビーフンスープ,チキンコンソメ,0.3
252,9/13/2021,ビーフンスープ,食塩,0.3
253,9/13/2021,ビーフンスープ,こしょう,0.03
254,9/13/2021,ビーフンスープ,ごま油,0.1
255,9/13/2021,ビーフンスープ,湯,130
256,9/13/2021,ヨーグルト,（個）ヨーグルト　Fe強化,70
257,9/14/2021,コッペパン,コッペパン,50
258,9/14/2021,牛乳,牛乳,206
259,9/14/2021,はものエスカベッシュ,（冷）はも澱粉付き,45
260,9/14/2021,はものエスカベッシュ,なたね油,5
261,9/14/2021,はものエスカベッシュ,玉葱,15
262,9/14/2021,はものエスカベッシュ,人参,5
263,9/14/2021,はものエスカベッシュ,赤パプリカ,3
264,9/14/2021,はものエスカベッシュ,黄パプリカ,3
265,9/14/2021,はものエスカベッシュ,サラダ油,0.5
266,9/14/2021,はものエスカベッシュ,りんご酢,5
267,9/14/2021,はものエスカベッシュ,（冷）レモン果汁　,1
268,9/14/2021,はものエスカベッシュ,上白糖,2
269,9/14/2021,はものエスカベッシュ,濃口しょうゆ,0.7
270,9/14/2021,はものエスカベッシュ,食塩,0.4
271,9/14/2021,はものエスカベッシュ,こしょう,0.03
272,9/14/2021,はものエスカベッシュ,水,10
273,9/14/2021,（冷）ブロッコリー,（冷）ブロッコリー,30
274,9/14/2021,（冷）ブロッコリー,ゆで塩,0.5
275,9/14/2021,ミネストローネ,ベーコン（短冊）,5
276,9/14/2021,ミネストローネ,（冷）白いんげん豆,18
277,9/14/2021,ミネストローネ,玉葱,40
278,9/14/2021,ミネストローネ,トマト水煮,15
279,9/14/2021,ミネストローネ,マカロニ（シエル）,7
280,9/14/2021,ミネストローネ,セロリー,2
281,9/14/2021,ミネストローネ,パセリ,0.5
282,9/14/2021,ミネストローネ,サラダ油,0.5
283,9/14/2021,ミネストローネ,（レト）がらスープ,4
284,9/14/2021,ミネストローネ,赤ぶどう酒,1
285,9/14/2021,ミネストローネ,食塩,0.6
286,9/14/2021,ミネストローネ,こしょう,0.03
287,9/14/2021,ミネストローネ,チキンコンソメ,0.5
288,9/14/2021,ミネストローネ,ローリエ,0.1
289,9/14/2021,ミネストローネ,湯,120
290,9/15/2021,わかめごはん（麦入り）,精白米（自校）,68
291,9/15/2021,わかめごはん（麦入り）,米粒麦　自校,7
292,9/15/2021,わかめごはん（麦入り）,炊き込みわかめ,2
293,9/15/2021,牛乳,牛乳,206
294,9/15/2021,筑前煮,オリーブ地鶏もも（補助事業）,15
295,9/15/2021,筑前煮,鶏肉胸・皮なし（2×2㎝）,10
296,9/15/2021,筑前煮,清酒,1
297,9/15/2021,筑前煮,板こんにゃく,35
298,9/15/2021,筑前煮,洗いごぼう,30
299,9/15/2021,筑前煮,れんこん　いちょう切り,20
300,9/15/2021,筑前煮,人参,15
301,9/15/2021,筑前煮,（冷）さやいんげん,8
302,9/15/2021,筑前煮,ごま油,1.5
303,9/15/2021,筑前煮,濃口しょうゆ,4
304,9/15/2021,筑前煮,中双糖,2.8
305,9/15/2021,筑前煮,でんぷん,0.7
306,9/15/2021,筑前煮,だし汁,6
307,9/15/2021,団子汁,油揚げ,5
308,9/15/2021,団子汁,（冷）白玉,20
309,9/15/2021,団子汁,玉葱,25
310,9/15/2021,団子汁,人参,10
311,9/15/2021,団子汁,中ねぎ,5
312,9/15/2021,団子汁,中みそ,6
313,9/15/2021,団子汁,白みそ,5
314,9/15/2021,団子汁,煮干し　だし用,4
315,9/15/2021,団子汁,水,110
316,9/15/2021,（個）月見ゼリー,（個）月見ゼリー,30
317,9/16/2021,ごはん,精白米（委託・白）,80
318,9/16/2021,牛乳,牛乳,206
319,9/16/2021,なす入りマーボー豆腐,豚肉赤身ミンチ,20
320,9/16/2021,なす入りマーボー豆腐,（冷）豆腐　カット,70
321,9/16/2021,なす入りマーボー豆腐,玉葱,35
322,9/16/2021,なす入りマーボー豆腐,なす,20
323,9/16/2021,なす入りマーボー豆腐,サラダ油,2
324,9/16/2021,なす入りマーボー豆腐,たけのこ水煮（ホール）,10
325,9/16/2021,なす入りマーボー豆腐,チンゲンサイ,10
326,9/16/2021,なす入りマーボー豆腐,人参,7
327,9/16/2021,なす入りマーボー豆腐,中ねぎ,3
328,9/16/2021,なす入りマーボー豆腐,干ししいたけ（スライス）,1
329,9/16/2021,なす入りマーボー豆腐,生姜,0.7
330,9/16/2021,なす入りマーボー豆腐,にんにく　,0.3
331,9/16/2021,なす入りマーボー豆腐,ごま油,1
332,9/16/2021,なす入りマーボー豆腐,トマトケチャップ　1kg,6
333,9/16/2021,なす入りマーボー豆腐,濃口しょうゆ,3.5
334,9/16/2021,なす入りマーボー豆腐,（レト）がらスープ,3
335,9/16/2021,なす入りマーボー豆腐,赤みそ,2
336,9/16/2021,なす入りマーボー豆腐,清酒,1
337,9/16/2021,なす入りマーボー豆腐,三温糖,0.5
338,9/16/2021,なす入りマーボー豆腐,チキンコンソメ,0.5
339,9/16/2021,なす入りマーボー豆腐,食塩,0.15
340,9/16/2021,なす入りマーボー豆腐,豆板醤,0.15
341,9/16/2021,なす入りマーボー豆腐,でんぷん,2
342,9/16/2021,なす入りマーボー豆腐,湯,40
343,9/16/2021,中華サラダ,もやし,40
344,9/16/2021,中華サラダ,きゅうり,15
345,9/16/2021,中華サラダ,人参,10
346,9/16/2021,中華サラダ,きくらげ（せん切り）,0.3
347,9/16/2021,中華サラダ,（袋）棒々鶏ドレッシング,10
348,9/16/2021,（個）みかんジュース,（個）みかんジュース,125
349,9/17/2021,ごはん,精白米（委託・白）,80
350,9/17/2021,牛乳,牛乳,206
351,9/17/2021,豚肉と野菜の生姜炒め,豚肉並（3×3㎝スライス）,40
352,9/17/2021,豚肉と野菜の生姜炒め,生姜,1.5
353,9/17/2021,豚肉と野菜の生姜炒め,玉葱,40
354,9/17/2021,豚肉と野菜の生姜炒め,キャベツ,30
355,9/17/2021,豚肉と野菜の生姜炒め,人参,10
356,9/17/2021,豚肉と野菜の生姜炒め,サラダ油,2
357,9/17/2021,豚肉と野菜の生姜炒め,濃口しょうゆ,3.5
358,9/17/2021,豚肉と野菜の生姜炒め,清酒,1
359,9/17/2021,豚肉と野菜の生姜炒め,上白糖,1
360,9/17/2021,豚肉と野菜の生姜炒め,みりん,0.5
361,9/17/2021,ごま和え,キャベツ,30
362,9/17/2021,ごま和え,小松菜,20
363,9/17/2021,ごま和え,きゅうり,10
364,9/17/2021,ごま和え,炒り白ごま,2
365,9/17/2021,ごま和え,（袋）和風ドレッシング,8
366,9/17/2021,野菜マフィン（中のみ）,（個）野菜マフィン,25
367,9/17/2021,あさりの佃煮（中のみ）,（レト）あさり佃煮,10
368,9/21/2021,コッペパン,コッペパン,50
369,9/21/2021,牛乳,牛乳,206
370,9/21/2021,冬瓜入りシチュー,鶏肉胸・皮なし（2×2㎝）,15
371,9/21/2021,冬瓜入りシチュー,鶏肉もも・皮なし（2×2㎝）,10
372,9/21/2021,冬瓜入りシチュー,白ぶどう酒,1
373,9/21/2021,冬瓜入りシチュー,玉葱,40
374,9/21/2021,冬瓜入りシチュー,じゃがいも,30
375,9/21/2021,冬瓜入りシチュー,ミニ冬瓜,25
376,9/21/2021,冬瓜入りシチュー,人参,10
377,9/21/2021,冬瓜入りシチュー,パセリ,1
378,9/21/2021,冬瓜入りシチュー,サラダ油,1
379,9/21/2021,冬瓜入りシチュー,小麦粉,3.5
380,9/21/2021,冬瓜入りシチュー,サラダ油,2
381,9/21/2021,冬瓜入りシチュー,バター,1
382,9/21/2021,冬瓜入りシチュー,（レト）がらスープ,4
383,9/21/2021,冬瓜入りシチュー,食塩,0.4
384,9/21/2021,冬瓜入りシチュー,こしょう,0.05
385,9/21/2021,冬瓜入りシチュー,チキンコンソメ,0.3
386,9/21/2021,冬瓜入りシチュー,調理用牛乳,25
387,9/21/2021,冬瓜入りシチュー,湯,60
388,9/21/2021,野菜ソテー,ボンレスハム（短冊）卵抜き,7
389,9/21/2021,野菜ソテー,キャベツ,35
390,9/21/2021,野菜ソテー,人参,10
391,9/21/2021,野菜ソテー,チンゲンサイ,8
392,9/21/2021,野菜ソテー,しめじ,8
393,9/21/2021,野菜ソテー,（缶）ホールコーン,7
394,9/21/2021,野菜ソテー,サラダ油,1.2
395,9/21/2021,野菜ソテー,濃口しょうゆ,0.2
396,9/21/2021,野菜ソテー,チキンコンソメ,0.2
397,9/21/2021,野菜ソテー,食塩,0.2
398,9/21/2021,野菜ソテー,こしょう,0.03
399,9/21/2021,黒豆きな粉クリーム（中のみ）,（袋）黒豆きなこクリーム,10
400,9/22/2021,萩ごはん,精白米（自校）,65
401,9/22/2021,萩ごはん,もち米,10
402,9/22/2021,萩ごはん,黒米,2.5
403,9/22/2021,萩ごはん,（冷）むき枝豆,8
404,9/22/2021,萩ごはん,清酒,3
405,9/22/2021,萩ごはん,食塩,0.7
406,9/22/2021,牛乳,牛乳,206
407,9/22/2021,がんもどきとひじきのうま煮,牛肉（2×2㎝スライス）,20
408,9/22/2021,がんもどきとひじきのうま煮,（冷）ミニひろうす　青大豆入り,20
409,9/22/2021,がんもどきとひじきのうま煮,つきこんにゃく,25
410,9/22/2021,がんもどきとひじきのうま煮,洗いごぼう,15
411,9/22/2021,がんもどきとひじきのうま煮,人参,10
412,9/22/2021,がんもどきとひじきのうま煮,（冷）さやいんげん,8
413,9/22/2021,がんもどきとひじきのうま煮,（乾）ひじき,3
414,9/22/2021,がんもどきとひじきのうま煮,サラダ油,1
415,9/22/2021,がんもどきとひじきのうま煮,清酒,1
416,9/22/2021,がんもどきとひじきのうま煮,濃口しょうゆ,4
417,9/22/2021,がんもどきとひじきのうま煮,三温糖,3
418,9/22/2021,がんもどきとひじきのうま煮,みりん,0.5
419,9/22/2021,がんもどきとひじきのうま煮,だし汁,20
420,9/22/2021,かぼちゃのみそ汁,油揚げ,5
421,9/22/2021,かぼちゃのみそ汁,かぼちゃカット,30
422,9/22/2021,かぼちゃのみそ汁,玉葱,20
423,9/22/2021,かぼちゃのみそ汁,中ねぎ,5
424,9/22/2021,かぼちゃのみそ汁,中みそ,6
425,9/22/2021,かぼちゃのみそ汁,白みそ,5
426,9/22/2021,かぼちゃのみそ汁,煮干し　だし用,4
427,9/22/2021,かぼちゃのみそ汁,水,120
428,9/22/2021,（個）小魚入りアーモンド,（個）小魚入りアーモンド,8
429,9/24/2021,ごはん　,精白米（委託・白）,80
430,9/24/2021,牛乳,牛乳,206
431,9/24/2021,ゲタの南蛮漬け,（冷）舌平目の澱粉付き,30
432,9/24/2021,ゲタの南蛮漬け,なたね油,4
433,9/24/2021,ゲタの南蛮漬け,細ねぎ,3
434,9/24/2021,ゲタの南蛮漬け,食酢,3
435,9/24/2021,ゲタの南蛮漬け,濃口しょうゆ,2.2
436,9/24/2021,ゲタの南蛮漬け,上白糖,2.2
437,9/24/2021,ゲタの南蛮漬け,みりん,0.8
438,9/24/2021,ゲタの南蛮漬け,一味,0.01
439,9/24/2021,ゲタの南蛮漬け,水,1.1
440,9/24/2021,きんぴら,てんぷら,15
441,9/24/2021,きんぴら,洗いごぼう,25
442,9/24/2021,きんぴら,つきこんにゃく,10
443,9/24/2021,きんぴら,人参,7
444,9/24/2021,きんぴら,（冷）さやいんげん,6
445,9/24/2021,きんぴら,炒り白ごま,2
446,9/24/2021,きんぴら,ごま油,1
447,9/24/2021,きんぴら,濃口しょうゆ,2
448,9/24/2021,きんぴら,みりん,1
449,9/24/2021,きんぴら,三温糖,1
450,9/24/2021,ゆでブロッコリー,（冷）ブロッコリー,35
451,9/24/2021,ゆでブロッコリー,ゆで塩,0.5
452,9/24/2021,ミニトマト,ミニトマト,30
453,9/27/2021,ごはん,精白米（委託・白）,80
454,9/27/2021,牛乳,牛乳,206
455,9/27/2021,高野豆腐の卵とじ,鶏肉胸・皮なし（2×2㎝）,12
456,9/27/2021,高野豆腐の卵とじ,鶏肉もも・皮なし（2×2㎝）,8
457,9/27/2021,高野豆腐の卵とじ,清酒,1
458,9/27/2021,高野豆腐の卵とじ,鶏卵,20
459,9/27/2021,高野豆腐の卵とじ,高野豆腐（サイコロ）,13
